sentence_orig,sentence,label,label_source,has_signoff
chapter 2 vocab,chapter 2 vocab,task,mslatte,0
work notice,work notice,task,mslatte,0
evacuation list,evacuation list,task,mslatte,0
submit flexible spending,submit flexible spending,task,mslatte,0
update bios on website,update bios on website,task,mslatte,0
reply tara,reply tara,task,mslatte,0
call gabriela,call gabriela,task,mslatte,0
get brakes fixed,get brakes fixed,task,mslatte,0
shred documents,shred documents,task,mslatte,0
check on table cloth,check on table cloth,task,mslatte,0
schedule pelvic ultrasound,schedule pelvic ultrasound,task,mslatte,0
review hoa docs,review hoa docs,task,mslatte,0
call guillermo,call guillermo,task,mslatte,0
inclement weather policy,inclement weather policy,task,mslatte,0
buy guitar picks,buy guitar picks,task,mslatte,0
change door code,change door code,task,mslatte,0
clean hat,clean hat,task,mslatte,0
cashier interviews,cashier interviews,task,mslatte,0
storages,storages,task,mslatte,0
put some washing on,put some washing on,task,mslatte,0
material to order,material to order,task,mslatte,0
call mom thanksgiving,call mom thanksgiving,task,mslatte,0
"passport, travel documents","passport, travel documents",task,mslatte,0
set up saturday,set up saturday,task,mslatte,0
amazon cord,amazon cord,task,mslatte,0
text ziphorah,text ziphorah,task,mslatte,0
post mortgage letter,post mortgage letter,task,mslatte,0
call zelle,call zelle,task,mslatte,0
fold washing and put away,fold washing and put away,task,mslatte,0
call medtronics,call medtronics,task,mslatte,0
clean off shelf,clean off shelf,task,mslatte,0
pick up cat meds,pick up cat meds,task,mslatte,0
finish math paper,finish math paper,task,mslatte,0
spanish unit test,spanish unit test,task,mslatte,0
qbank questions,qbank questions,task,mslatte,0
rest of rent,rest of rent,task,mslatte,0
call doctor s office,call doctor s office,task,mslatte,0
call social work,call social work,task,mslatte,0
rapidminer,rapidminer,task,mslatte,0
create quizzes,create quizzes,task,mslatte,0
call mom about party,call mom about party,task,mslatte,0
emergency plan update,emergency plan update,task,mslatte,0
find key card,find key card,task,mslatte,0
review study guide,review study guide,task,mslatte,0
geom quiz,geom quiz,task,mslatte,0
call cineworld,call cineworld,task,mslatte,0
pay jovalene,pay jovalene,task,mslatte,0
new driving license,new driving license,task,mslatte,0
read wonder,read wonder,task,mslatte,0
takeout trash,takeout trash,task,mslatte,0
sienna passport,sienna passport,task,mslatte,0
food schedule,food schedule,task,mslatte,0
water fern,water fern,task,mslatte,0
barrells,barrells,task,mslatte,0
put up clock,put up clock,task,mslatte,0
buy a pinboard,buy a pinboard,task,mslatte,0
success criteria,success criteria,task,mslatte,0
label laptops,label laptops,task,mslatte,0
read rfps,read rfps,task,mslatte,0
call praveen,call praveen,task,mslatte,0
buy dining chairs,buy dining chairs,task,mslatte,0
review training notes,review training notes,task,mslatte,0
mom s email,mom s email,task,mslatte,0
get rid of dryer,get rid of dryer,task,mslatte,0
f cereal,f cereal,task,mslatte,0
hand washing signs,hand washing signs,task,mslatte,0
clean storage room,clean storage room,task,mslatte,0
exhibitor badges,exhibitor badges,task,mslatte,0
homework 3,homework 3,task,mslatte,0
make peppermint patties,make peppermint patties,task,mslatte,0
update and print resume,update and print resume,task,mslatte,0
schedule water bill,schedule water bill,task,mslatte,0
set out clothes for the week,set out clothes for the week,task,mslatte,0
money to mum,money to mum,task,mslatte,0
new price list,new price list,task,mslatte,0
dualit,dualit,task,mslatte,0
sync one note,sync one note,task,mslatte,0
special projects list,special projects list,task,mslatte,0
send agenda to team,send agenda to team,task,mslatte,0
exchange hooks,exchange hooks,task,mslatte,0
read chapter 66,read chapter 66,task,mslatte,0
pickup amazon order,pickup amazon order,task,mslatte,0
talk to damon,talk to damon,task,mslatte,0
book dc flight,book dc flight,task,mslatte,0
order earplugs,order earplugs,task,mslatte,0
call and pay rent,call and pay rent,task,mslatte,0
donations drop off,donations drop off,task,mslatte,0
respond to cannon,respond to cannon,task,mslatte,0
mail pslf form,mail pslf form,task,mslatte,0
rci confirmation,rci confirmation,task,mslatte,0
ascd,ascd,task,mslatte,0
transfer home warranty,transfer home warranty,task,mslatte,0
build application,build application,task,mslatte,0
psych textbook,psych textbook,task,mslatte,0
switch insurance,switch insurance,task,mslatte,0
watch civil war,watch civil war,task,mslatte,0
organize music stuff,organize music stuff,task,mslatte,0
check ez pass,check ez pass,task,mslatte,0
delete tinder,delete tinder,task,mslatte,0
nutcracker movie,nutcracker movie,task,mslatte,0
get money from chase,get money from chase,task,mslatte,0
add paragraphs and images to your thinglink project,add paragraphs and images to your thinglink project,task,mslatte,0
survey to staff,survey to staff,task,mslatte,0
book reservation,book reservation,task,mslatte,0
lmu application,lmu application,task,mslatte,0
pay tor,pay tor,task,mslatte,0
text annette,text annette,task,mslatte,0
call karlien,call karlien,task,mslatte,0
table view,table view,task,mslatte,0
remove flag,remove flag,task,mslatte,0
call naveen,call naveen,task,mslatte,0
put cubes together,put cubes together,task,mslatte,0
client assessment,client assessment,task,mslatte,0
floaty,floaty,task,mslatte,0
scholarship forms,scholarship forms,task,mslatte,0
apply for permit,apply for permit,task,mslatte,0
paint countertops,paint countertops,task,mslatte,0
my headphones,my headphones,task,mslatte,0
stitch pant,stitch pant,task,mslatte,0
make shipping list,make shipping list,task,mslatte,0
a glasses,a glasses,task,mslatte,0
buy gym shorts,buy gym shorts,task,mslatte,0
notify credit card,notify credit card,task,mslatte,0
spot it,spot it,task,mslatte,0
chicken pox vaccination,chicken pox vaccination,task,mslatte,0
learn to touch type,learn to touch type,task,mslatte,0
order cbd oil,order cbd oil,task,mslatte,0
class jobs,class jobs,task,mslatte,0
calc book work,calc book work,task,mslatte,0
sf invoice,sf invoice,task,mslatte,0
new menu recipes,new menu recipes,task,mslatte,0
make book,make book,task,mslatte,0
paper to review,paper to review,task,mslatte,0
wax truck,wax truck,task,mslatte,0
metlife proposal,metlife proposal,task,mslatte,0
iphone cable,iphone cable,task,mslatte,0
put tires away,put tires away,task,mslatte,0
stamina chart,stamina chart,task,mslatte,0
amanda email,amanda email,task,mslatte,0
screencastify,screencastify,task,mslatte,0
contact ash,contact ash,task,mslatte,0
label boxes,label boxes,task,mslatte,0
email shaokun,email shaokun,task,mslatte,0
shower work,shower work,task,mslatte,0
book holiday with work,book holiday with work,task,mslatte,0
ny flight,ny flight,task,mslatte,0
purchase parking permit,purchase parking permit,task,mslatte,0
anthro gift card,anthro gift card,task,mslatte,0
set up savings transfer,set up savings transfer,task,mslatte,0
list chair,list chair,task,mslatte,0
home depot patio,home depot patio,task,mslatte,0
buy sarms,buy sarms,task,mslatte,0
call civic center,call civic center,task,mslatte,0
shop for luggage,shop for luggage,task,mslatte,0
reply to giacomo,reply to giacomo,task,mslatte,0
avox,avox,task,mslatte,0
cables and chargers,cables and chargers,task,mslatte,0
send back contacts,send back contacts,task,mslatte,0
science packet,science packet,task,mslatte,0
pay consolim,pay consolim,task,mslatte,0
get turkish visa,get turkish visa,task,mslatte,0
email logo,email logo,task,mslatte,0
address change dmv,address change dmv,task,mslatte,0
short story draft,short story draft,task,mslatte,0
fasp,fasp,task,mslatte,0
call focus group,call focus group,task,mslatte,0
ot paper,ot paper,task,mslatte,0
find pesos,find pesos,task,mslatte,0
update facebook linkedin,update facebook linkedin,task,mslatte,0
fire escape plan,fire escape plan,task,mslatte,0
forecasting doc,forecasting doc,task,mslatte,0
text esref,text esref,task,mslatte,0
sign into dropbox,sign into dropbox,task,mslatte,0
pack for camping,pack for camping,task,mslatte,0
put bike together,put bike together,task,mslatte,0
little library,little library,task,mslatte,0
print lab manual,print lab manual,task,mslatte,0
missing amazon order,missing amazon order,task,mslatte,0
print placards,print placards,task,mslatte,0
server aprons,server aprons,task,mslatte,0
workout bras,workout bras,task,mslatte,0
e mail accountant,e mail accountant,task,mslatte,0
return nordstroms stuff,return nordstroms stuff,task,mslatte,0
youcanbook me,youcanbook me,task,mslatte,0
schedule pool opening,schedule pool opening,task,mslatte,0
write up for website,write up for website,task,mslatte,0
career pathway,career pathway,task,mslatte,0
speaking assessment,speaking assessment,task,mslatte,0
print itinerary,print itinerary,task,mslatte,0
gloves,gloves,task,mslatte,0
me haircut,me haircut,task,mslatte,0
book a skin check,book a skin check,task,mslatte,0
get dog food from vet,get dog food from vet,task,mslatte,0
sd flight,sd flight,task,mslatte,0
notes work,notes work,task,mslatte,0
book flooring,book flooring,task,mslatte,0
update fb page,update fb page,task,mslatte,0
halifax bill,halifax bill,task,mslatte,0
twillory,twillory,task,mslatte,0
email hector,email hector,task,mslatte,0
check on ring,check on ring,task,mslatte,0
acura service,acura service,task,mslatte,0
adopt dog,adopt dog,task,mslatte,0
iar,iar,task,mslatte,0
look for carpet,look for carpet,task,mslatte,0
email venuse,email venuse,task,mslatte,0
call shoushen,call shoushen,task,mslatte,0
get clothes together,get clothes together,task,mslatte,0
bath dog,bath dog,task,mslatte,0
address update,address update,task,mslatte,0
get key for safe deposit box,get key for safe deposit box,task,mslatte,0
ground turkey breast,ground turkey breast,task,mslatte,0
sweden plan,sweden plan,task,mslatte,0
clean tupperware,clean tupperware,task,mslatte,0
text yingda,text yingda,task,mslatte,0
text pakkapong,text pakkapong,task,mslatte,0
text charva,text charva,task,mslatte,0
house sweep,house sweep,task,mslatte,0
tabcorp,tabcorp,task,mslatte,0
finish flooring,finish flooring,task,mslatte,0
go through clothes to get rid of,go through clothes to get rid of,task,mslatte,0
returns to dillards,returns to dillards,task,mslatte,0
text sanketkumar,text sanketkumar,task,mslatte,0
committee form,committee form,task,mslatte,0
send dan money,send dan money,task,mslatte,0
skype number,skype number,task,mslatte,0
thinking fast and slow book,thinking fast and slow book,task,mslatte,0
contact rajshree,contact rajshree,task,mslatte,0
review workout schedule,review workout schedule,task,mslatte,0
essay questions,essay questions,task,mslatte,0
book josh,book josh,task,mslatte,0
organize bedroom closet,organize bedroom closet,task,mslatte,0
practice html,practice html,task,mslatte,0
reply to everyone on facebook,reply to everyone on facebook,task,mslatte,0
flooring estimate,flooring estimate,task,mslatte,0
install rain barrels,install rain barrels,task,mslatte,0
get a safe,get a safe,task,mslatte,0
vikings tv show,vikings tv show,task,mslatte,0
look up costumes,look up costumes,task,mslatte,0
grab cell phone charger,grab cell phone charger,task,mslatte,0
chemicals,chemicals,task,mslatte,0
check ebay bill,check ebay bill,task,mslatte,0
prepare lab notebook,prepare lab notebook,task,mslatte,0
tech talk,tech talk,task,mslatte,0
tidy kitchen shelf,tidy kitchen shelf,task,mslatte,0
turn in syllabi,turn in syllabi,task,mslatte,0
out of office vm email,out of office vm email,task,mslatte,0
pay trailer rego,pay trailer rego,task,mslatte,0
review verizon plan,review verizon plan,task,mslatte,0
wet ones singles,wet ones singles,task,mslatte,0
blow nose,blow nose,task,mslatte,0
neck pt,neck pt,task,mslatte,0
go to asian market,go to asian market,task,mslatte,0
clean out office stuff,clean out office stuff,task,mslatte,0
classical conversations,classical conversations,task,mslatte,0
home insurance payment,home insurance payment,task,mslatte,0
flush hot water heater,flush hot water heater,task,mslatte,0
email hongfen,email hongfen,task,mslatte,0
send ty email,send ty email,task,mslatte,0
update all calendars,update all calendars,task,mslatte,0
vet appts,vet appts,task,mslatte,0
get econ book,get econ book,task,mslatte,0
download netflix for plane,download netflix for plane,task,mslatte,0
fence hinge,fence hinge,task,mslatte,0
call azuma,call azuma,task,mslatte,0
update behance,update behance,task,mslatte,0
shoes amazon,shoes amazon,task,mslatte,0
pay letty,pay letty,task,mslatte,0
get folders ready,get folders ready,task,mslatte,0
book my trip,book my trip,task,mslatte,0
life jacket,life jacket,task,mslatte,0
pediatric appt,pediatric appt,task,mslatte,0
post mortem notes,post mortem notes,task,mslatte,0
copy all notes,copy all notes,task,mslatte,0
statement of purpose,statement of purpose,task,mslatte,0
rr 3,rr 3,task,mslatte,0
call norikazu,call norikazu,task,mslatte,0
email tiago,email tiago,task,mslatte,0
tickets printing,tickets printing,task,mslatte,0
cancel soundcloud go,cancel soundcloud go,task,mslatte,0
find a restaurant,find a restaurant,task,mslatte,0
install shower heads,install shower heads,task,mslatte,0
sponsor calls,sponsor calls,task,mslatte,0
clean bathroom drain,clean bathroom drain,task,mslatte,0
order henna,order henna,task,mslatte,0
reply to kaleb,reply to kaleb,task,mslatte,0
add calendar events,add calendar events,task,mslatte,0
watch poverty inc,watch poverty inc,task,mslatte,0
shoulder massage,shoulder massage,task,mslatte,0
hepatitis a vaccine,hepatitis a vaccine,task,mslatte,0
car rental price,car rental price,task,mslatte,0
announcement photo,announcement photo,task,mslatte,0
mom resume,mom resume,task,mslatte,0
science speech,science speech,task,mslatte,0
thank you cards to team,thank you cards to team,task,mslatte,0
car spreadsheet,car spreadsheet,task,mslatte,0
clean diffuser,clean diffuser,task,mslatte,0
strappy sandals,strappy sandals,task,mslatte,0
cancel american amazon prime,cancel american amazon prime,task,mslatte,0
return hobby lobby frame,return hobby lobby frame,task,mslatte,0
clean garbage cans,clean garbage cans,task,mslatte,0
add insulation to attic,add insulation to attic,task,mslatte,0
call to get meds,call to get meds,task,mslatte,0
new checklist,new checklist,task,mslatte,0
email yuanwei,email yuanwei,task,mslatte,0
reply to milena,reply to milena,task,mslatte,0
fan from home depot,fan from home depot,task,mslatte,0
linkedin summaries,linkedin summaries,task,mslatte,0
email junfo,email junfo,task,mslatte,0
follow up with danielle,follow up with danielle,task,mslatte,0
find car title,find car title,task,mslatte,0
ulta payment,ulta payment,task,mslatte,0
change address dentist,change address dentist,task,mslatte,0
finish reflections,finish reflections,task,mslatte,0
essay rewrite,essay rewrite,task,mslatte,0
design decisions,design decisions,task,mslatte,0
accounting course,accounting course,task,mslatte,0
unpack bathroom stuff,unpack bathroom stuff,task,mslatte,0
call hanover,call hanover,task,mslatte,0
call indu,call indu,task,mslatte,0
email to radka,email to radka,task,mslatte,0
experian credit report,experian credit report,task,mslatte,0
jar of minced garlic,jar of minced garlic,task,mslatte,0
paint brush,paint brush,task,mslatte,0
transfer money to india,transfer money to india,task,mslatte,0
return asos things,return asos things,task,mslatte,0
paint rooms,paint rooms,task,mslatte,0
ucla bills,ucla bills,task,mslatte,0
update iphone,update iphone,task,mslatte,0
physics practice problems,physics practice problems,task,mslatte,0
toshiba repair,toshiba repair,task,mslatte,0
get ammo,get ammo,task,mslatte,0
public library,public library,task,mslatte,0
housekeeping checklist,housekeeping checklist,task,mslatte,0
adoption papers,adoption papers,task,mslatte,0
reply to lyndsy,reply to lyndsy,task,mslatte,0
director questions,director questions,task,mslatte,0
mazda car service,mazda car service,task,mslatte,0
pay kara,pay kara,task,mslatte,0
pay car loan today,pay car loan today,task,mslatte,0
tuition fee,tuition fee,task,mslatte,0
groupon settlement,groupon settlement,task,mslatte,0
install car seat base,install car seat base,task,mslatte,0
rj email,rj email,task,mslatte,0
email neeti,email neeti,task,mslatte,0
post intern job,post intern job,task,mslatte,0
rent a truck,rent a truck,task,mslatte,0
send email to justin,send email to justin,task,mslatte,0
join a running club,join a running club,task,mslatte,0
lexus emission test,lexus emission test,task,mslatte,0
delete credit card from amazon,delete credit card from amazon,task,mslatte,0
email vendor,email vendor,task,mslatte,0
pay for renters insurance,pay for renters insurance,task,mslatte,0
email alankar,email alankar,task,mslatte,0
sleep test,sleep test,task,mslatte,0
biopsy results,biopsy results,task,mslatte,0
sweep garden,sweep garden,task,mslatte,0
refill albuterol,refill albuterol,task,mslatte,0
text shunbao,text shunbao,task,mslatte,0
download new girl,download new girl,task,mslatte,0
reapply for benefits,reapply for benefits,task,mslatte,0
sreegesh crackers,sreegesh crackers,task,mslatte,0
eow report,eow report,task,mslatte,0
pay window washer,pay window washer,task,mslatte,0
send water application,send water application,task,mslatte,0
look for earplugs,look for earplugs,task,mslatte,0
sell mums phone,sell mums phone,task,mslatte,0
tighten faucet,tighten faucet,task,mslatte,0
shower,shower,task,mslatte,0
write thank you emails,write thank you emails,task,mslatte,0
toothbrush and toiletries,toothbrush and toiletries,task,mslatte,0
create todo list,create todo list,task,mslatte,0
cell phone discount,cell phone discount,task,mslatte,0
call joan,call joan,task,mslatte,0
put money on go card,put money on go card,task,mslatte,0
mail city tax,mail city tax,task,mslatte,0
pick up charger from work,pick up charger from work,task,mslatte,0
schedule fingerprints,schedule fingerprints,task,mslatte,0
order cpap equipment,order cpap equipment,task,mslatte,0
buy loot bags,buy loot bags,task,mslatte,0
path of exile,path of exile,task,mslatte,0
email lasse,email lasse,task,mslatte,0
get mug,get mug,task,mslatte,0
work contracts,work contracts,task,mslatte,0
indeed job posting,indeed job posting,task,mslatte,0
pick up xr,pick up xr,task,mslatte,0
stir fry with tofu,stir fry with tofu,task,mslatte,0
call for insurance quote,call for insurance quote,task,mslatte,0
science retake,science retake,task,mslatte,0
chem connect hw,chem connect hw,task,mslatte,0
call forester,call forester,task,mslatte,0
reimbursement money,reimbursement money,task,mslatte,0
paint molding,paint molding,task,mslatte,0
transfer lunch money,transfer lunch money,task,mslatte,0
reply to storm,reply to storm,task,mslatte,0
cushions on deck,cushions on deck,task,mslatte,0
start english paper,start english paper,task,mslatte,0
team email,team email,task,mslatte,0
pay cassidy,pay cassidy,task,mslatte,0
teacher ratings,teacher ratings,task,mslatte,0
finish kitchen floor,finish kitchen floor,task,mslatte,0
dog leash harness,dog leash harness,task,mslatte,0
go ice skating,go ice skating,task,mslatte,0
battleship,battleship,task,mslatte,0
read presentation,read presentation,task,mslatte,0
rachan and cheese,rachan and cheese,task,mslatte,0
get fixtures,get fixtures,task,mslatte,0
baby food turkey,baby food turkey,task,mslatte,0
us project,us project,task,mslatte,0
guitar fixed,guitar fixed,task,mslatte,0
call yusef,call yusef,task,mslatte,0
lead tracking,lead tracking,task,mslatte,0
choose tiles,choose tiles,task,mslatte,0
call prajwal,call prajwal,task,mslatte,0
get rid of old laptop,get rid of old laptop,task,mslatte,0
email bradley,email bradley,task,mslatte,0
pay murtaza,pay murtaza,task,mslatte,0
creative cv,creative cv,task,mslatte,0
d sandwich bags,d sandwich bags,task,mslatte,0
inflate tyres,inflate tyres,task,mslatte,0
grad outfit,grad outfit,task,mslatte,0
google for nonprofits,google for nonprofits,task,mslatte,0
make irs payment,make irs payment,task,mslatte,0
call newspaper,call newspaper,task,mslatte,0
tea milk,tea milk,task,mslatte,0
hang owl,hang owl,task,mslatte,0
psychology ia,psychology ia,task,mslatte,0
call usaa about windshield,call usaa about windshield,task,mslatte,0
call sunlife insurance,call sunlife insurance,task,mslatte,0
finish script for presentation,finish script for presentation,task,mslatte,0
pay for camping trip,pay for camping trip,task,mslatte,0
defrost burgers,defrost burgers,task,mslatte,0
pay ievgeniia,pay ievgeniia,task,mslatte,0
store for food,store for food,task,mslatte,0
cacuum,cacuum,task,mslatte,0
cut fish,cut fish,task,mslatte,0
media link,media link,task,mslatte,0
closing papers,closing papers,task,mslatte,0
finish ethics training,finish ethics training,task,mslatte,0
physics quiz 7,physics quiz 7,task,mslatte,0
back stretch,back stretch,task,mslatte,0
zhuo creamer,zhuo creamer,task,mslatte,0
email challengers,email challengers,task,mslatte,0
nursing nightie,nursing nightie,task,mslatte,0
moms case,moms case,task,mslatte,0
pay lino,pay lino,task,mslatte,0
clean straightener,clean straightener,task,mslatte,0
check gift card,check gift card,task,mslatte,0
check radiator water,check radiator water,task,mslatte,0
deposit bonus check,deposit bonus check,task,mslatte,0
look at volunteering,look at volunteering,task,mslatte,0
call jish,call jish,task,mslatte,0
do memrise,do memrise,task,mslatte,0
text partha,text partha,task,mslatte,0
organize phone contacts,organize phone contacts,task,mslatte,0
check student loan payment,check student loan payment,task,mslatte,0
hw #1,hw #1,task,mslatte,0
update address on all accounts,update address on all accounts,task,mslatte,0
pay lj,pay lj,task,mslatte,0
philosophy posts,philosophy posts,task,mslatte,0
booting,booting,task,mslatte,0
call dda,call dda,task,mslatte,0
setup gotomeeting,setup gotomeeting,task,mslatte,0
unlock blackberry,unlock blackberry,task,mslatte,0
email parham,email parham,task,mslatte,0
post insta pic,post insta pic,task,mslatte,0
make tshirt,make tshirt,task,mslatte,0
internship feedback,internship feedback,task,mslatte,0
create dropbox folder,create dropbox folder,task,mslatte,0
sort out xbox live,sort out xbox live,task,mslatte,0
add mileage,add mileage,task,mslatte,0
print signage,print signage,task,mslatte,0
pregnancy tests,pregnancy tests,task,mslatte,0
find dremel,find dremel,task,mslatte,0
purge report,purge report,task,mslatte,0
birthday lists,birthday lists,task,mslatte,0
bring laptop back to work,bring laptop back to work,task,mslatte,0
turn off phone,turn off phone,task,mslatte,0
pay uc health bill,pay uc health bill,task,mslatte,0
bio connect,bio connect,task,mslatte,0
advisor agreements,advisor agreements,task,mslatte,0
shakeology order,shakeology order,task,mslatte,0
driveway repair,driveway repair,task,mslatte,0
sharpie shoes,sharpie shoes,task,mslatte,0
buy mother s day gifts and cards,buy mother s day gifts and cards,task,mslatte,0
bridesmaid proposals,bridesmaid proposals,task,mslatte,0
finish chair,finish chair,task,mslatte,0
grape trellis,grape trellis,task,mslatte,0
call about hair cut,call about hair cut,task,mslatte,0
print picture for mom,print picture for mom,task,mslatte,0
chem project,chem project,task,mslatte,0
black lip stick,black lip stick,task,mslatte,0
empty shed,empty shed,task,mslatte,0
toyota service,toyota service,task,mslatte,0
absence reports,absence reports,task,mslatte,0
send photos to cvs,send photos to cvs,task,mslatte,0
eat beans,eat beans,task,mslatte,0
pay for summer housing,pay for summer housing,task,mslatte,0
code of ethics training,code of ethics training,task,mslatte,0
return direct tv stuff,return direct tv stuff,task,mslatte,0
com paper,com paper,task,mslatte,0
clean out google drive,clean out google drive,task,mslatte,0
change shaver head,change shaver head,task,mslatte,0
small shears,small shears,task,mslatte,0
expensify,expensify,task,mslatte,0
clip nails and trim beard,clip nails and trim beard,task,mslatte,0
algebra work,algebra work,task,mslatte,0
go through email,go through email,task,mslatte,0
"lighter, fluid, matches","lighter, fluid, matches",task,mslatte,0
replace target card,replace target card,task,mslatte,0
call exchange,call exchange,task,mslatte,0
reply to vilchis,reply to vilchis,task,mslatte,0
sign up for golds gym,sign up for golds gym,task,mslatte,0
garage clean up,garage clean up,task,mslatte,0
my dress,my dress,task,mslatte,0
save dates,save dates,task,mslatte,0
walmart follow ups,walmart follow ups,task,mslatte,0
text jeanne,text jeanne,task,mslatte,0
finish scholarship applications,finish scholarship applications,task,mslatte,0
bring chair in,bring chair in,task,mslatte,0
send back lens,send back lens,task,mslatte,0
call quick books,call quick books,task,mslatte,0
respond to stevie,respond to stevie,task,mslatte,0
shampoo carpet upstairs,shampoo carpet upstairs,task,mslatte,0
get printer connected,get printer connected,task,mslatte,0
buy anniversary flowers,buy anniversary flowers,task,mslatte,0
assign volunteers,assign volunteers,task,mslatte,0
renew health card,renew health card,task,mslatte,0
professional website,professional website,task,mslatte,0
mugs,mugs,task,mslatte,0
catchup email,catchup email,task,mslatte,0
yingnan sauce,yingnan sauce,task,mslatte,0
exchange comcast box,exchange comcast box,task,mslatte,0
call cimon,call cimon,task,mslatte,0
neuro reading,neuro reading,task,mslatte,0
charger and adapter,charger and adapter,task,mslatte,0
christmas timeline,christmas timeline,task,mslatte,0
travel form,travel form,task,mslatte,0
work on linkedin,work on linkedin,task,mslatte,0
book hospital appt,book hospital appt,task,mslatte,0
resolve paypal,resolve paypal,task,mslatte,0
tile guest bathroom,tile guest bathroom,task,mslatte,0
3 bags gravel,3 bags gravel,task,mslatte,0
respond to emily,respond to emily,task,mslatte,0
look up comcast bill,look up comcast bill,task,mslatte,0
update evernote,update evernote,task,mslatte,0
trugreen,trugreen,task,mslatte,0
buy vinyl,buy vinyl,task,mslatte,0
trash cans in,trash cans in,task,mslatte,0
deposit bonds,deposit bonds,task,mslatte,0
house upgrades,house upgrades,task,mslatte,0
get new cable modem,get new cable modem,task,mslatte,0
things to get for new apartment,things to get for new apartment,task,mslatte,0
pay speeding tickets,pay speeding tickets,task,mslatte,0
wear a white shirt,wear a white shirt,task,mslatte,0
call on laptop,call on laptop,task,mslatte,0
finish cleaning downstairs,finish cleaning downstairs,task,mslatte,0
gynecologist appointment,gynecologist appointment,task,mslatte,0
online buying,online buying,task,mslatte,0
crocs,crocs,task,mslatte,0
election planning,election planning,task,mslatte,0
tradsey,tradsey,task,mslatte,0
knives,knives,task,mslatte,0
get belt cut,get belt cut,task,mslatte,0
scrub bathroom ceiling,scrub bathroom ceiling,task,mslatte,0
assign reviews,assign reviews,task,mslatte,0
email ramnish,email ramnish,task,mslatte,0
write down goals,write down goals,task,mslatte,0
scan med records,scan med records,task,mslatte,0
work on cookbook,work on cookbook,task,mslatte,0
pay henk,pay henk,task,mslatte,0
call amazon about packages,call amazon about packages,task,mslatte,0
practice mindfulness,practice mindfulness,task,mslatte,0
email tinne,email tinne,task,mslatte,0
practice spanish oral,practice spanish oral,task,mslatte,0
finish my logo,finish my logo,task,mslatte,0
list chair on craigslist,list chair on craigslist,task,mslatte,0
approve time sheet,approve time sheet,task,mslatte,0
check dentist appt,check dentist appt,task,mslatte,0
pharmacademic,pharmacademic,task,mslatte,0
m dentist,m dentist,task,mslatte,0
send car for repair,send car for repair,task,mslatte,0
set up showings,set up showings,task,mslatte,0
customer accounts,customer accounts,task,mslatte,0
call saurabh,call saurabh,task,mslatte,0
reply to akhlesh,reply to akhlesh,task,mslatte,0
history corrections,history corrections,task,mslatte,0
respond to jingfeng,respond to jingfeng,task,mslatte,0
dentist consultation,dentist consultation,task,mslatte,0
sign up for hoa,sign up for hoa,task,mslatte,0
do strawberries,do strawberries,task,mslatte,0
home rent payment,home rent payment,task,mslatte,0
clean the gutters,clean the gutters,task,mslatte,0
water hops,water hops,task,mslatte,0
bathrooms and kitchen,bathrooms and kitchen,task,mslatte,0
note to work,note to work,task,mslatte,0
call scotiabank,call scotiabank,task,mslatte,0
email yuvek,email yuvek,task,mslatte,0
call yurong,call yurong,task,mslatte,0
sla reports,sla reports,task,mslatte,0
req sheets,req sheets,task,mslatte,0
get signal,get signal,task,mslatte,0
shared docs,shared docs,task,mslatte,0
buy wheelbarrow,buy wheelbarrow,task,mslatte,0
insulation in basement,insulation in basement,task,mslatte,0
buy mom presents,buy mom presents,task,mslatte,0
clean out bookcase,clean out bookcase,task,mslatte,0
create wedding website,create wedding website,task,mslatte,0
try zoom,try zoom,task,mslatte,0
check writing,check writing,task,mslatte,0
mail poshmark stuff,mail poshmark stuff,task,mslatte,0
duplicate title,duplicate title,task,mslatte,0
figure out evernote,figure out evernote,task,mslatte,0
bio guided reading,bio guided reading,task,mslatte,0
email allison,email allison,task,mslatte,0
get car seat cover,get car seat cover,task,mslatte,0
naturalizer return,naturalizer return,task,mslatte,0
eye test for me,eye test for me,task,mslatte,0
write to mimi,write to mimi,task,mslatte,0
call stuti,call stuti,task,mslatte,0
finish console,finish console,task,mslatte,0
change batteries in smoke detectors,change batteries in smoke detectors,task,mslatte,0
get name tags,get name tags,task,mslatte,0
bring keyboard home,bring keyboard home,task,mslatte,0
dr test results,dr test results,task,mslatte,0
work on sermon,work on sermon,task,mslatte,0
watch the staircase,watch the staircase,task,mslatte,0
call tanmay,call tanmay,task,mslatte,0
look for homes,look for homes,task,mslatte,0
pay sealuna,pay sealuna,task,mslatte,0
conflict notes,conflict notes,task,mslatte,0
resume assignment,resume assignment,task,mslatte,0
figure out cell phone bill,figure out cell phone bill,task,mslatte,0
set up tax appt,set up tax appt,task,mslatte,0
emergency meeting,emergency meeting,task,mslatte,0
pay manoli,pay manoli,task,mslatte,0
clean off workbench,clean off workbench,task,mslatte,0
expense report for retreat,expense report for retreat,task,mslatte,0
chapter 3,chapter 3,task,mslatte,0
check on credit card,check on credit card,task,mslatte,0
pay motorcycle,pay motorcycle,task,mslatte,0
moms hair,moms hair,task,mslatte,0
sr technics,sr technics,task,mslatte,0
sign up for triple a,sign up for triple a,task,mslatte,0
aadhar update,aadhar update,task,mslatte,0
call koinonia,call koinonia,task,mslatte,0
text arrigo,text arrigo,task,mslatte,0
call liberty insurance,call liberty insurance,task,mslatte,0
